Molecular Weight,C,Compositions,GalNAcS,GalP,GalS,NeuGc,Hex,Pen,Fuc,Neu,HexNAc,NeuAcAc,ManP,Kdn,HexN,HexA,GlcNAcS,Xxx,GlcAS,GalNAcS2,Rha,Xyl,NeuAc,Water,Adduct/Replacement,Adduct Amount,Peptide Sequence,Peptide Modification,Peptide Missed Cleavage Number,Number of Glycan Attachment to Peptide,Start AA,End AA
1291.4787005627,0,[0;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
1379.4947445927,0,[0;0;0;0;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,1,,,0,0,0,0
1129.4258770627,0,[0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
1217.4419210927,0,[0;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,1,,,0,0,0,0
853.3301260927,0,[0;0;0;0;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
2077.7693075427,0,[0;0;0;0;4;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,4,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,1,,,0,0,0,0
1422.5369437677,0,[0;0;0;0;3;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;1;1],0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,NH3/H,1,,,0,0,0,0
1422.5369437677,0,[0;0;0;0;3;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;1;1],0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,NH3/H,1,,,0,0,0,0
2003.7325280727,0,[0;0;0;0;3;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;2;1],0,0,0,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,NH3/H,1,,,0,0,0,0
3439.2296780177,0,[0;0;0;0;9;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;2;1],0,0,0,0,9,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,2,1,NH3/H,1,,,0,0,0,0
2912.0446584127,0,[0;0;0;0;7;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;2;1],0,0,0,0,7,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,NH3/H,1,,,0,0,0,0
3181.1444917477,0,[0;0;0;0;11;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,11,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
1332.5052496677,0,[0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;2;1],0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,NH3/H,1,,,0,0,0,0
1186.4473407977,0,[0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;1],0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,NH3/H,1,,,0,0,0,0
1122.3744726577,0,[0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1],0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,NH3/H,1,,,0,0,0,0
561.2143083527,0,[0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
237.1086613527,0,[0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
358.1349357477,0,[0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
649.2303523827,0,[0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,1,,,0,0,0,0
2754.0231350527,0,[0;0;0;0;8;0;0;0;6;0;0;0;0;0;0;1;0;0;0;0;0;1],0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
2315.8745605827,0,[0;0;0;0;6;0;2;0;4;0;0;0;0;0;0;1;0;0;0;0;0;1],0,0,0,0,6,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
2315.8745605827,0,[0;0;0;0;6;0;2;0;4;0;0;0;0;0;0;1;0;0;0;0;0;1],0,0,0,0,6,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
764.2936809577,0,[0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
383.1665702227,0,[0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
1218.4623221977,0,[0;0;0;0;3;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
1293.4943506327,0,[0;0;0;0;4;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;1],0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
723.2671318527,0,[0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
1582.5741171977,0,[0;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,1,,,0,0,0,0
1160.4204573577,0,[0;0;0;0;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,1,,,0,0,0,0
399.1614848527,0,[0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
894.3566751977,0,[0;0;0;0;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
2749.9918349127,0,[0;0;0;0;6;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;2;1],0,0,0,0,6,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,NH3/H,1,,,0,0,0,0
2167.8010016427,0,[0;0;0;0;6;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,6,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
399.1614848527,0,[0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
1056.4094986977,0,[0;0;0;0;2;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
853.3301260927,0,[0;0;0;0;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
528.2040779877,0,[0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,1,,,0,0,0,0
2749.9918349127,0,[0;0;0;0;6;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;2;1],0,0,0,0,6,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,NH3/H,1,,,0,0,0,0
1818.6637201677,0,[0;0;0;0;6;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
1421.5416948027,0,[0;0;0;0;3;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
2215.7554109027,0,[1;0;0;0;4;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1;1],1,0,0,0,4,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,1,,,0,0,0,0
1575.5227127927,0,[1;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1],1,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
2321.8752292527,0,[0;0;0;0;3;0;2;0;6;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,3,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,1,,,0,0,0,0
885.3199553527,0,[0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
3041.0872515477,0,[0;0;0;0;6;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;3;1],0,0,0,0,6,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,3,1,NH3/H,1,,,0,0,0,0
1681.6425311427,0,[0;0;0;0;3;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
2532.9331977477,0,[0;0;0;0;7;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,7,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
2441.8811025427,0,[0;0;0;0;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;2;1],0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,NH3/H,1,,,0,0,0,0
3318.2034036227,0,[0;0;0;0;7;0;1;0;7;0;0;0;0;0;0;0;0;0;0;0;2;1],0,0,0,0,7,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,2,1,NH3/H,1,,,0,0,0,0
2087.8012763527,0,[0;0;0;0;3;0;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
1884.7219037477,0,[0;0;0;0;3;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
2208.8275507477,0,[0;0;0;0;5;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,5,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
2087.8012763527,0,[0;0;0;0;3;0;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
2290.8806489577,0,[0;0;0;0;3;0;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
2249.8540998527,0,[0;0;0;0;4;0;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,4,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
2062.7696418777,0,[0;0;0;0;5;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
2103.7961909827,0,[0;0;0;0;4;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
1884.7219037477,0,[0;0;0;0;3;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
1900.7168183777,0,[0;0;0;0;4;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
2021.7430927727,0,[0;0;0;0;6;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
563.2299584227,0,[0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1],0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
2167.8010016427,0,[0;0;0;0;6;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,6,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
2384.8219159577,0,[0;0;0;0;12;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
3348.1775828127,0,[0;0;0;0;7;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;4;1],0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,1,NH3/H,1,,,0,0,0,0
725.2827819227,0,[0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1],0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
1129.4258770627,0,[0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
1305.4579651227,0,[0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1],0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,NH3/H,1,,,0,0,0,0
1305.4579651227,0,[0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1],0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,NH3/H,1,,,0,0,0,0
487.1775288827,0,[0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,1,,,0,0,0,0
1396.5100603277,0,[0;0;0;0;5;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
1843.6953546427,0,[0;0;0;0;4;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,4,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
1859.6902692727,0,[0;0;0;0;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
2151.8060870127,0,[0;0;0;0;5;0;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,5,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
967.3730535627,0,[0;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
2167.8010016427,0,[0;0;0;0;6;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,6,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
2005.7481781427,0,[0;0;0;0;5;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,5,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
967.3730535627,0,[0;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
399.1614848527,0,[0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
545.2193937227,0,[0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
773.2940152927,0,[0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
1843.6953546427,0,[0;0;0;0;4;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,4,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
1582.5741171977,0,[0;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,1,,,0,0,0,0
723.2671318527,0,[0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
1177.4357730927,0,[0;0;0;0;4;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
1218.4623221977,0,[0;0;0;0;3;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
1176.4153719877,0,[0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,1,,,0,0,0,0
1379.4947445927,0,[0;0;0;0;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,1,,,0,0,0,0
1744.6269406977,0,[0;0;0;0;5;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,1,,,0,0,0,0
2312.8385094077,0,[0;0;0;0;6;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,1,,,0,0,0,0
2587.9390114127,0,[0;0;0;0;5;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;2;1],0,0,0,0,5,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,NH3/H,1,,,0,0,0,0
869.3250407227,0,[0;0;0;0;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
2167.8010016427,0,[0;0;0;0;6;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,6,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
2386.8752888777,0,[0;0;0;0;7;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
2135.8111723827,0,[0;0;0;0;4;0;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,4,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
1143.4051416227,0,[0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1],0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,NH3/H,1,,,0,0,0,0
2297.8639958827,0,[0;0;0;0;5;0;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,5,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
2897.0449927477,0,[0;0;0;0;6;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;3;1],0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,3,1,NH3/H,1,,,0,0,0,0
2897.0449927477,0,[0;0;0;0;6;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;3;1],0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,3,1,NH3/H,1,,,0,0,0,0
2897.0449927477,0,[0;0;0;0;6;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;3;1],0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,3,1,NH3/H,1,,,0,0,0,0
2897.0449927477,0,[0;0;0;0;6;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;3;1],0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,3,1,NH3/H,1,,,0,0,0,0
2897.0449927477,0,[0;0;0;0;6;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;3;1],0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,3,1,NH3/H,1,,,0,0,0,0
2897.0449927477,0,[0;0;0;0;6;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;3;1],0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,3,1,NH3/H,1,,,0,0,0,0
2897.0449927477,0,[0;0;0;0;6;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;3;1],0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,3,1,NH3/H,1,,,0,0,0,0
2897.0449927477,0,[0;0;0;0;6;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;3;1],0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,3,1,NH3/H,1,,,0,0,0,0
2897.0449927477,0,[0;0;0;0;6;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;3;1],0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,3,1,NH3/H,1,,,0,0,0,0
2897.0449927477,0,[0;0;0;0;6;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;3;1],0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,3,1,NH3/H,1,,,0,0,0,0
1535.5846222727,0,[0;0;0;0;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
1478.5631585377,0,[0;0;0;0;3;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
1332.5052496677,0,[0;0;0;0;3;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
2752.0074849827,0,[0;0;0;0;8;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
2752.0074849827,0,[0;0;0;0;8;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
2678.9911066177,0,[0;0;0;0;7;0;2;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,7,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
1738.6639948777,0,[0;0;0;0;3;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
1697.6374457727,0,[0;0;0;0;4;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
563.2299584227,0,[0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1],0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
855.3457761627,0,[0;0;0;0;1;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1],0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
709.2878672927,0,[0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1],0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
602.2408574577,0,[0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,1,,,0,0,0,0
